u,kx_A^-1,ky_A^-1,E_v_eV,E_c1_periodic_chart_eV
7.749999999999990230e-02,-6.877780526926798033e-02,-3.970888438648353252e-02,-7.447935058993571111e-02,6.390488992158818160e-01
7.874999999999987566e-02,-6.988712470909486107e-02,-4.034935026368487165e-02,-7.787683207373949368e-02,6.373723965346013154e-01
8.000000000000007105e-02,-7.099644414892193611e-02,-4.098981614088631487e-02,-8.132867326128473406e-02,6.356981670772949844e-01
8.125000000000004441e-02,-7.210576358874881686e-02,-4.163028201808765399e-02,-8.483487415257025266e-02,6.340262108439634892e-01
8.250000000000001776e-02,-7.321508302857569761e-02,-4.227074789528898618e-02,-8.839543474759659070e-02,6.323565278346067187e-01
8.374999999999999112e-02,-7.432440246840257836e-02,-4.291121377249031837e-02,-9.201035504636380369e-02,6.306891180492245619e-01
8.499999999999996447e-02,-7.543372190822945911e-02,-4.355167964969165750e-02,-9.567963504887189163e-02,6.290239814878171298e-01
8.624999999999993783e-02,-7.654304134805633986e-02,-4.419214552689298969e-02,-9.940327475512084066e-02,6.273611181503839784e-01
8.749999999999991118e-02,-7.765236078788322061e-02,-4.483261140409432188e-02,-1.031812741651106369e-01,6.257005280369257738e-01
8.874999999999988454e-02,-7.876168022771010135e-02,-4.547307728129566101e-02,-1.070136332788412803e-01,6.240422111474422939e-01
9.000000000000007994e-02,-7.987099966753719027e-02,-4.611354315849711116e-02,-1.109003520963135481e-01,6.223861674819328726e-01
9.125000000000005329e-02,-8.098031910736407102e-02,-4.675400903569844335e-02,-1.148414306175259136e-01,6.207323970403982871e-01
9.250000000000002665e-02,-8.208963854719095177e-02,-4.739447491289977554e-02,-1.188368688424791264e-01,6.190808998228385374e-01
9.375000000000000000e-02,-8.319895798701781864e-02,-4.803494079010110773e-02,-1.228866667711732141e-01,6.174316758292534013e-01
9.499999999999997335e-02,-8.430827742684469939e-02,-4.867540666730244686e-02,-1.269908244036082046e-01,6.157847250596428790e-01
9.624999999999994671e-02,-8.541759686667158014e-02,-4.931587254450377905e-02,-1.311493417397840144e-01,6.141400475140066373e-01
9.749999999999992006e-02,-8.652691630649846088e-02,-4.995633842170511124e-02,-1.353622187797006993e-01,6.124976431923454534e-01
9.874999999999989342e-02,-8.763623574632534163e-02,-5.059680429890645037e-02,-1.396294555233582313e-01,6.108575120946584391e-01
1.000000000000000888e-01,-8.874555518615243055e-02,-5.123727017610790052e-02,-1.439510519707574709e-01,6.092196542209460386e-01
1.012500000000000622e-01,-8.985487462597931130e-02,-5.187773605330923271e-02,-1.483270081218967251e-01,6.075840695712086958e-01
1.025000000000000355e-01,-9.096419406580619205e-02,-5.251820193051056490e-02,-1.527573239767768265e-01,6.059507581454458558e-01
1.037500000000000089e-01,-9.207351350563307280e-02,-5.315866780771190403e-02,-1.572419995353978306e-01,6.043197199436574074e-01
1.049999999999999822e-01,-9.318283294545995354e-02,-5.379913368491323622e-02,-1.617810347977596819e-01,6.026909549658437948e-01
1.062499999999999556e-01,-9.429215238528683429e-02,-5.443959956211456841e-02,-1.663744297638623804e-01,6.010644632120047959e-01
1.074999999999999289e-01,-9.540147182511371504e-02,-5.508006543931590754e-02,-1.710221844337059538e-01,5.994402446821405217e-01
1.087499999999999023e-01,-9.651079126494059579e-02,-5.572053131651723973e-02,-1.757242988072903744e-01,5.978182993762508612e-01
1.099999999999998757e-01,-9.762011070476747654e-02,-5.636099719371857192e-02,-1.804807728846156145e-01,5.961986272943354814e-01
1.112500000000000711e-01,-9.872943014459455158e-02,-5.700146307092002207e-02,-1.852916066656826177e-01,5.945812284363946043e-01
1.125000000000000444e-01,-9.983874958442143233e-02,-5.764192894812135426e-02,-1.901568001504896355e-01,5.929661028024287850e-01
1.137500000000000178e-01,-1.009480690242483131e-01,-5.828239482532269339e-02,-1.950763533390375004e-01,5.913532503924373573e-01
1.149999999999999911e-01,-1.020573884640751938e-01,-5.892286070252402558e-02,-2.000502662313262681e-01,5.897426712064206544e-01
1.162499999999999645e-01,-1.031667079039020746e-01,-5.956332657972535777e-02,-2.050785388273558274e-01,5.881343652443785652e-01
1.174999999999999378e-01,-1.042760273437289553e-01,-6.020379245692669690e-02,-2.101611711271262894e-01,5.865283325063110897e-01
1.187499999999999112e-01,-1.053853467835558361e-01,-6.084425833412802909e-02,-2.152981631306375987e-01,5.849245729922181170e-01
1.199999999999998845e-01,-1.064946662233827168e-01,-6.148472421132936128e-02,-2.204895148378897829e-01,5.833230867020999799e-01
1.212500000000000799e-01,-1.076039856632097919e-01,-6.212519008853081143e-02,-2.257352262488837302e-01,5.817238736359560125e-01
1.225000000000000533e-01,-1.087133051030366726e-01,-6.276565596573215056e-02,-2.310352973636175811e-01,5.801269337937868809e-01
1.237500000000000266e-01,-1.098226245428635534e-01,-6.340612184293348275e-02,-2.363897281820923346e-01,5.785322671755925850e-01
1.250000000000000000e-01,-1.109319439826904341e-01,-6.404658772013481494e-02,-2.417985187043080464e-01,5.769398737813727918e-01
1.262499999999999734e-01,-1.120412634225173149e-01,-6.468705359733614713e-02,-2.472616689302644388e-01,5.753497536111276123e-01
1.274999999999999467e-01,-1.131505828623441956e-01,-6.532751947453747932e-02,-2.527791788599618172e-01,5.737619066648571575e-01
1.287499999999999201e-01,-1.142599023021710763e-01,-6.596798535173881151e-02,-2.583510484933999596e-01,5.721763329425613165e-01
1.299999999999998934e-01,-1.153692217419979571e-01,-6.660845122894015757e-02,-2.639772778305790046e-01,5.705930324442402002e-01
1.312500000000000888e-01,-1.164785411818250321e-01,-6.724891710614160079e-02,-2.696578668714999516e-01,5.690120051698931425e-01
1.325000000000000622e-01,-1.175878606216519129e-01,-6.788938298334293298e-02,-2.753928156161606911e-01,5.674332511195209205e-01
1.337500000000000355e-01,-1.186971800614787936e-01,-6.852984886054426517e-02,-2.811821240645623332e-01,5.658567702931235344e-01
1.350000000000000089e-01,-1.198064995013056744e-01,-6.917031473774561123e-02,-2.870257922167048781e-01,5.642825626907005399e-01
1.362499999999999822e-01,-1.209158189411325551e-01,-6.981078061494694342e-02,-2.929238200725882146e-01,5.627106283122524921e-01
1.374999999999999556e-01,-1.220251383809594359e-01,-7.045124649214827561e-02,-2.988762076322124539e-01,5.611409671577789471e-01
1.387499999999999289e-01,-1.231344578207863166e-01,-7.109171236934960780e-02,-3.048829548955775959e-01,5.595735792272799047e-01
1.399999999999999023e-01,-1.242437772606131974e-01,-7.173217824655093999e-02,-3.109440618626834185e-01,5.580084645207556981e-01
1.412499999999998757e-01,-1.253530967004400920e-01,-7.237264412375227218e-02,-3.170595285335302549e-01,5.564456230382056612e-01
1.425000000000000711e-01,-1.264624161402671532e-01,-7.301311000095372927e-02,-3.232293549081189932e-01,5.548850547796302379e-01
1.437500000000000444e-01,-1.275717355800940478e-01,-7.365357587815506146e-02,-3.294535409864475239e-01,5.533267597450298725e-01
1.450000000000000178e-01,-1.286810550199209147e-01,-7.429404175535639365e-02,-3.357320867685168464e-01,5.517707379344038987e-01
1.462499999999999911e-01,-1.297903744597478093e-01,-7.493450763255772584e-02,-3.420649922543271826e-01,5.502169893477528717e-01
1.474999999999999645e-01,-1.308996938995746762e-01,-7.557497350975905803e-02,-3.484522574438781994e-01,5.486655139850760143e-01
1.487499999999999378e-01,-1.320090133394015708e-01,-7.621543938696040410e-02,-3.548938823371702300e-01,5.471163118463741037e-01
1.499999999999999112e-01,-1.331183327792284377e-01,-7.685590526416173629e-02,-3.613898669342029413e-01,5.455693829316468069e-01
1.512499999999998845e-01,-1.342276522190553323e-01,-7.749637114136306848e-02,-3.679402112349767773e-01,5.440247272408939017e-01
1.525000000000000799e-01,-1.353369716588823934e-01,-7.813683701856451169e-02,-3.745449152394924042e-01,5.424823447741154991e-01
1.537500000000000533e-01,-1.364462910987092881e-01,-7.877730289576584388e-02,-3.812039789477478235e-01,5.409422355313119324e-01
1.550000000000000266e-01,-1.375556105385361549e-01,-7.941776877296718995e-02,-3.879174023597440346e-01,5.394043995124829793e-01
1.562500000000000000e-01,-1.386649299783630496e-01,-8.005823465016852214e-02,-3.946851854754812594e-01,5.378688367176286400e-01
1.574999999999999734e-01,-1.397742494181899164e-01,-8.069870052736985433e-02,-4.015073282949591649e-01,5.363355471467488034e-01
1.587499999999999467e-01,-1.408835688580168111e-01,-8.133916640457118652e-02,-4.083838308181780841e-01,5.348045307998438025e-01
1.599999999999999201e-01,-1.419928882978436779e-01,-8.197963228177251871e-02,-4.153146930451377949e-01,5.332757876769135263e-01
1.612499999999998934e-01,-1.431022077376705726e-01,-8.262009815897385090e-02,-4.222999149758382975e-01,5.317493177779574198e-01
1.625000000000000888e-01,-1.442115271774976337e-01,-8.326056403617530799e-02,-4.293394966102810351e-01,5.302251211029760380e-01
1.637500000000000622e-01,-1.453208466173245283e-01,-8.390102991337664018e-02,-4.364334379484633430e-01,5.287031976519691590e-01
1.650000000000000355e-01,-1.464301660571513952e-01,-8.454149579057797237e-02,-4.435817389903863317e-01,5.271835474249372266e-01
1.662500000000000089e-01,-1.475394854969782898e-01,-8.518196166777930456e-02,-4.507843997360505561e-01,5.256661704218800191e-01
1.674999999999999822e-01,-1.486488049368051567e-01,-8.582242754498063675e-02,-4.580414201854552392e-01,5.241510666427972032e-01
1.687499999999999556e-01,-1.497581243766320513e-01,-8.646289342218198282e-02,-4.653528003386010470e-01,5.226382360876891120e-01
1.699999999999999289e-01,-1.508674438164589182e-01,-8.710335929938331501e-02,-4.727185401954875354e-01,5.211276787565557456e-01
1.712499999999999023e-01,-1.519767632562858128e-01,-8.774382517658464720e-02,-4.801386397561150376e-01,5.196193946493966598e-01
1.724999999999998757e-01,-1.530860826961126797e-01,-8.838429105378597939e-02,-4.876130990204833315e-01,5.181133837662124098e-01
1.737500000000000711e-01,-1.541954021359397686e-01,-8.902475693098742260e-02,-4.951419179885938604e-01,5.166096461070024404e-01
1.750000000000000444e-01,-1.553047215757666355e-01,-8.966522280818876867e-02,-5.027250966604438487e-01,5.151081816717674178e-01
1.762500000000000178e-01,-1.564140410155935301e-01,-9.030568868539010086e-02,-5.103626350360347397e-01,5.136089904605070089e-01
1.774999999999999911e-01,-1.575233604554203970e-01,-9.094615456259143305e-02,-5.180545331153664224e-01,5.121120724732211027e-01
1.787499999999999645e-01,-1.586326798952472916e-01,-9.158662043979276524e-02,-5.258007908984392298e-01,5.106174277099099212e-01
1.799999999999999378e-01,-1.597419993350741585e-01,-9.222708631699409743e-02,-5.336014083852524958e-01,5.091250561705732425e-01
1.812499999999999112e-01,-1.608513187749010531e-01,-9.286755219419542962e-02,-5.414563855758069977e-01,5.076349578552113995e-01
1.824999999999998845e-01,-1.619606382147279200e-01,-9.350801807139677568e-02,-5.493657224701020692e-01,5.061471327638239481e-01
1.837500000000000799e-01,-1.630699576545550089e-01,-9.414848394859821890e-02,-5.573294190681394866e-01,5.046615808964108885e-01
1.850000000000000533e-01,-1.641792770943819035e-01,-9.478894982579955109e-02,-5.653474753699165856e-01,5.031783022529728866e-01
1.862500000000000266e-01,-1.652885965342087704e-01,-9.542941570300088328e-02,-5.734198913754342541e-01,5.016972968335091654e-01
1.875000000000000000e-01,-1.663979159740356373e-01,-9.606988158020221547e-02,-5.815466670846929365e-01,5.002185646380203909e-01
1.887499999999999734e-01,-1.675072354138625319e-01,-9.671034745740356153e-02,-5.897278024976924105e-01,4.987421056665062302e-01
1.899999999999999467e-01,-1.686165548536893988e-01,-9.735081333460489372e-02,-5.979632976144328982e-01,4.972679199189665722e-01
1.912499999999999201e-01,-1.697258742935162934e-01,-9.799127921180622591e-02,-6.062531524349139556e-01,4.957960073954016389e-01
1.924999999999998934e-01,-1.708351937333431603e-01,-9.863174508900755810e-02,-6.145973669591360267e-01,4.943263680958110973e-01
1.937500000000000888e-01,-1.719445131731702492e-01,-9.927221096620901519e-02,-6.229959411871004438e-01,4.928590020201950583e-01
1.950000000000000622e-01,-1.730538326129971438e-01,-9.991267684341034738e-02,-6.314488751188045423e-01,4.913939091685539662e-01
1.962500000000000355e-01,-1.741631520528240107e-01,-1.005531427206116796e-01,-6.399561687542489885e-01,4.899310895408874877e-01
1.975000000000000089e-01,-1.752724714926509053e-01,-1.011936085978130118e-01,-6.485178220934346704e-01,4.884705431371954010e-01
1.987499999999999822e-01,-1.763817909324777722e-01,-1.018340744750143440e-01,-6.571338351363609220e-01,4.870122699574782610e-01
1.999999999999999556e-01,-1.774911103723046668e-01,-1.024745403522156761e-01,-6.658042078830281874e-01,4.855562700017354016e-01
2.012499999999999289e-01,-1.786004298121315337e-01,-1.031150062294170222e-01,-6.745289403334362444e-01,4.841025432699673781e-01
2.024999999999999023e-01,-1.797097492519584283e-01,-1.037554721066183544e-01,-6.833080324875853151e-01,4.826510897621738572e-01
2.037500000000000977e-01,-1.808190686917854895e-01,-1.043959379838197976e-01,-6.921414843454765098e-01,4.812019094783548390e-01
2.050000000000000711e-01,-1.819283881316123841e-01,-1.050364038610211298e-01,-7.010292959071073859e-01,4.797550024185104345e-01
2.062500000000000444e-01,-1.830377075714392510e-01,-1.056768697382224620e-01,-7.099714671724788317e-01,4.783103685826408658e-01
2.075000000000000178e-01,-1.841470270112661456e-01,-1.063173356154238081e-01,-7.189679981415912913e-01,4.768680079707460218e-01
2.087499999999999911e-01,-1.852563464510930125e-01,-1.069578014926251402e-01,-7.280188888144443204e-01,4.754279205828256805e-01
2.099999999999999645e-01,-1.863656658909199071e-01,-1.075982673698264724e-01,-7.371241391910388074e-01,4.739901064188797308e-01
2.112499999999999378e-01,-1.874749853307467740e-01,-1.082387332470278046e-01,-7.462837492713734200e-01,4.725545654789087280e-01
2.124999999999999112e-01,-1.885843047705736686e-01,-1.088791991242291368e-01,-7.554977190554494904e-01,4.711212977629122278e-01
2.137499999999998845e-01,-1.896936242104005355e-01,-1.095196650014304690e-01,-7.647660485432661304e-01,4.696903032708902304e-01
2.150000000000000799e-01,-1.908029436502276244e-01,-1.101601308786319261e-01,-7.740887377348253384e-01,4.682615820028427356e-01
2.162500000000000533e-01,-1.919122630900544912e-01,-1.108005967558332583e-01,-7.834657866301237839e-01,4.668351339587700766e-01
2.175000000000000266e-01,-1.930215825298813859e-01,-1.114410626330345905e-01,-7.928971952291630210e-01,4.654109591386720313e-01
2.187500000000000000e-01,-1.941309019697082527e-01,-1.120815285102359227e-01,-8.023829635319432718e-01,4.639890575425483776e-01
2.199999999999999734e-01,-1.952402214095351474e-01,-1.127219943874372549e-01,-8.119230915384643144e-01,4.625694291703997818e-01
2.212499999999999467e-01,-1.963495408493620142e-01,-1.133624602646386009e-01,-8.215175792487261486e-01,4.611520740222253556e-01
2.224999999999999201e-01,-1.974588602891889089e-01,-1.140029261418399331e-01,-8.311664266627287745e-01,4.597369920980258762e-01
2.237499999999998934e-01,-1.985681797290157757e-01,-1.146433920190412653e-01,-8.408696337804724141e-01,4.583241833978010105e-01
2.250000000000000888e-01,-1.996774991688428647e-01,-1.152838578962427085e-01,-8.506272006019586218e-01,4.569136479215504254e-01
2.262500000000000622e-01,-2.007868186086697315e-01,-1.159243237734440407e-01,-8.604391271271838448e-01,4.555053856692745651e-01
2.275000000000000355e-01,-2.018961380484966261e-01,-1.165647896506453868e-01,-8.703054133561500816e-01,4.540993966409735405e-01
2.287500000000000089e-01,-2.030054574883234930e-01,-1.172052555278467190e-01,-8.802260592888571100e-01,4.526956808366470186e-01
2.299999999999999822e-01,-2.041147769281503876e-01,-1.178457214050480512e-01,-8.902010649253051522e-01,4.512942382562952215e-01
2.312499999999999556e-01,-2.052240963679772545e-01,-1.184861872822493833e-01,-9.002304302654935420e-01,4.498950688999181491e-01
2.324999999999999289e-01,-2.063334158078041491e-01,-1.191266531594507155e-01,-9.103141553094233895e-01,4.484981727675152463e-01
2.337499999999999023e-01,-2.074427352476310160e-01,-1.197671190366520477e-01,-9.204522400570938068e-01,4.471035498590872903e-01
2.350000000000000977e-01,-2.085520546874581049e-01,-1.204075849138535048e-01,-9.306446845085070141e-01,4.457112001746336150e-01
2.362500000000000711e-01,-2.096613741272849718e-01,-1.210480507910548370e-01,-9.408914886636590147e-01,4.443211237141547754e-01
2.375000000000000444e-01,-2.107706935671118664e-01,-1.216885166682561692e-01,-9.511926525225522511e-01,4.429333204776506605e-01
2.387500000000000178e-01,-2.118800130069387333e-01,-1.223289825454575014e-01,-9.615481760851860571e-01,4.415477904651211594e-01
2.399999999999999911e-01,-2.129893324467656279e-01,-1.229694484226588336e-01,-9.719580593515608768e-01,4.401645336765661609e-01
2.412499999999999645e-01,-2.140986518865924948e-01,-1.236099142998601796e-01,-9.824223023216762662e-01,4.387835501119858872e-01
2.424999999999999378e-01,-2.152079713264193894e-01,-1.242503801770615118e-01,-9.929409049955331135e-01,4.374048397713801162e-01
2.437499999999999112e-01,-2.163172907662462563e-01,-1.248908460542628440e-01,-1.003513867373130308e+00,4.360284026547489589e-01
2.449999999999998845e-01,-2.174266102060731509e-01,-1.255313119314641901e-01,-1.014141189454468517e+00,4.346542387620926373e-01
2.462500000000000799e-01,-2.185359296459002398e-01,-1.261717778086656194e-01,-1.024822871239549515e+00,4.332823480934105964e-01
2.475000000000000533e-01,-2.196452490857271067e-01,-1.268122436858669655e-01,-1.035558912728369307e+00,4.319127306487031692e-01
2.487500000000000266e-01,-2.207545685255540013e-01,-1.274527095630682838e-01,-1.046349313920930113e+00,4.305453864279706888e-01
2.500000000000000000e-01,-2.218638879653808682e-01,-1.280931754402696299e-01,-1.057194074817232154e+00,4.291803154312128221e-01
2.512499999999999734e-01,-2.229732074052077351e-01,-1.287336413174709759e-01,-1.068093195417274321e+00,4.278175176584293471e-01
2.524999999999999467e-01,-2.240825268450346297e-01,-1.293741071946722943e-01,-1.079046675721057724e+00,4.264569931096207078e-01
2.537499999999999201e-01,-2.251918462848614966e-01,-1.300145730718736403e-01,-1.090054515728581697e+00,4.250987417847864602e-01
2.549999999999998934e-01,-2.263011657246883912e-01,-1.306550389490749586e-01,-1.101116715439847127e+00,4.237427636839269374e-01
2.562500000000000888e-01,-2.274104851645154801e-01,-1.312955048262764157e-01,-1.112233274854855125e+00,4.223890588070418062e-01
2.575000000000000622e-01,-2.285198046043423470e-01,-1.319359707034777618e-01,-1.123404193973601695e+00,4.210376271541313997e-01
2.587500000000000355e-01,-2.296291240441692416e-01,-1.325764365806790801e-01,-1.134629472796089722e+00,4.196884687251958290e-01
2.600000000000000089e-01,-2.307384434839961085e-01,-1.332169024578804262e-01,-1.145909111322318097e+00,4.183415835202348720e-01
2.612499999999999822e-01,-2.318477629238230031e-01,-1.338573683350817445e-01,-1.157243109552287708e+00,4.169969715392484177e-01
2.624999999999999556e-01,-2.329570823636498700e-01,-1.344978342122830905e-01,-1.168631467485997666e+00,4.156546327822365772e-01
2.637499999999999289e-01,-2.340664018034767646e-01,-1.351383000894844366e-01,-1.180074185123449304e+00,4.143145672491992393e-01
2.649999999999999023e-01,-2.351757212433036315e-01,-1.357787659666857549e-01,-1.191571262464640846e+00,4.129767749401367372e-01
2.662500000000000977e-01,-2.362850406831307204e-01,-1.364192318438872120e-01,-1.203122699509575844e+00,4.116412558550485157e-01
2.675000000000000711e-01,-2.373943601229575873e-01,-1.370596977210885303e-01,-1.214728496258249413e+00,4.103080099939352410e-01
2.687500000000000444e-01,-2.385036795627844819e-01,-1.377001635982898764e-01,-1.226388652710664218e+00,4.089770373567965800e-01
2.700000000000000178e-01,-2.396129990026113488e-01,-1.383406294754912225e-01,-1.238103168866819370e+00,4.076483379436325327e-01
2.712499999999999911e-01,-2.407223184424382434e-01,-1.389810953526925408e-01,-1.249872044726715981e+00,4.063219117544428771e-01
2.724999999999999645e-01,-2.418316378822651103e-01,-1.396215612298938868e-01,-1.261695280290352938e+00,4.049977587892281683e-01
2.737499999999999378e-01,-2.429409573220920049e-01,-1.402620271070952052e-01,-1.273572875557730910e+00,4.036758790479878511e-01
2.749999999999999112e-01,-2.440502767619188718e-01,-1.409024929842965512e-01,-1.285504830528849673e+00,4.023562725307222587e-01
2.762499999999998845e-01,-2.451595962017457664e-01,-1.415429588614978695e-01,-1.297491145203709229e+00,4.010389392374312800e-01
2.775000000000000799e-01,-2.462689156415728275e-01,-1.421834247386993266e-01,-1.309531819582312018e+00,3.997238791681145820e-01
2.787500000000000533e-01,-2.473782350813997222e-01,-1.428238906159006727e-01,-1.321626853664653822e+00,3.984110923227727197e-01
2.800000000000000266e-01,-2.484875545212265890e-01,-1.434643564931019910e-01,-1.333776247450735752e+00,3.971005787014055821e-01
2.812500000000000000e-01,-2.495968739610534837e-01,-1.441048223703033371e-01,-1.345980000940559362e+00,3.957923383040130583e-01
2.824999999999999734e-01,-2.507061934008803505e-01,-1.447452882475046554e-01,-1.358238114134123098e+00,3.944863711305952592e-01
2.837499999999999467e-01,-2.518155128407072452e-01,-1.453857541247060015e-01,-1.370550587031428069e+00,3.931826771811518517e-01
2.849999999999999201e-01,-2.529248322805341398e-01,-1.460262200019073475e-01,-1.382917419632474054e+00,3.918812564556829470e-01
2.862499999999998934e-01,-2.540341517203609789e-01,-1.466666858791086658e-01,-1.395338611937260165e+00,3.905821089541889890e-01
2.875000000000000888e-01,-2.551434711601880956e-01,-1.473071517563101229e-01,-1.407814163945790176e+00,3.892852346766693117e-01
2.887500000000000622e-01,-2.562527906000149347e-01,-1.479476176335114412e-01,-1.420344075658058314e+00,3.879906336231245811e-01
2.900000000000000355e-01,-2.573621100398418293e-01,-1.485880835107127873e-01,-1.432928347074067243e+00,3.866983057935542423e-01
2.912500000000000089e-01,-2.584714294796687239e-01,-1.492285493879141334e-01,-1.445566978193817853e+00,3.854082511879587392e-01
2.924999999999999822e-01,-2.595807489194956186e-01,-1.498690152651154517e-01,-1.458259969017308810e+00,3.841204698063377387e-01
2.937499999999999556e-01,-2.606900683593224577e-01,-1.505094811423167978e-01,-1.471007319544540337e+00,3.828349616486913520e-01
2.949999999999999289e-01,-2.617993877991493523e-01,-1.511499470195181161e-01,-1.483809029775512878e+00,3.815517267150196901e-01
2.962499999999999023e-01,-2.629087072389762469e-01,-1.517904128967194621e-01,-1.496665099710226654e+00,3.802707650053226418e-01
2.975000000000000977e-01,-2.640180266788033081e-01,-1.524308787739209192e-01,-1.509575529348683220e+00,3.789920765195998742e-01
2.987500000000000711e-01,-2.651273461186302027e-01,-1.530713446511222375e-01,-1.522540318690878358e+00,3.777156612578519423e-01
3.000000000000000444e-01,-2.662366655584570974e-01,-1.537118105283235836e-01,-1.535559467736814510e+00,3.764415192200785132e-01
3.012500000000000178e-01,-2.673459849982839365e-01,-1.543522764055249019e-01,-1.548632976486491231e+00,3.751696504062799198e-01
3.024999999999999911e-01,-2.684553044381108311e-01,-1.549927422827262480e-01,-1.561760844939908965e+00,3.739000548164558291e-01
3.037499999999999645e-01,-2.695646238779377257e-01,-1.556332081599275940e-01,-1.574943073097067714e+00,3.726327324506065741e-01
3.049999999999999378e-01,-2.706739433177646204e-01,-1.562736740371289124e-01,-1.588179660957967254e+00,3.713676833087314888e-01
3.062499999999999112e-01,-2.717832627575914595e-01,-1.569141399143302584e-01,-1.601470608522607586e+00,3.701049073908314613e-01
3.074999999999998845e-01,-2.728925821974183541e-01,-1.575546057915315767e-01,-1.614815915790988710e+00,3.688444046969057144e-01
3.087500000000000799e-01,-2.740019016372454708e-01,-1.581950716687330338e-01,-1.628215582763113733e+00,3.675861752269548033e-01
3.100000000000000533e-01,-2.751112210770723099e-01,-1.588355375459343799e-01,-1.641669609438976218e+00,3.663302189809782838e-01
3.112500000000000266e-01,-2.762205405168992045e-01,-1.594760034231356982e-01,-1.655177995818580161e+00,3.650765359589767112e-01
3.125000000000000000e-01,-2.773298599567260991e-01,-1.601164693003370443e-01,-1.668740741901924896e+00,3.638251261609496412e-01
3.137499999999999734e-01,-2.784391793965529383e-01,-1.607569351775383626e-01,-1.682357847689009978e+00,3.625759895868971849e-01
3.149999999999999467e-01,-2.795484988363798329e-01,-1.613974010547397087e-01,-1.696029313179836739e+00,3.613291262368192314e-01
3.162499999999999201e-01,-2.806578182762067275e-01,-1.620378669319410270e-01,-1.709755138374403849e+00,3.600845361107160025e-01
3.174999999999998934e-01,-2.817671377160336221e-01,-1.626783328091423730e-01,-1.723535323272712194e+00,3.588422192085874984e-01
3.187500000000000888e-01,-2.828764571558606833e-01,-1.633187986863438301e-01,-1.737369867874763774e+00,3.576021755304332750e-01
3.200000000000000622e-01,-2.839857765956875779e-01,-1.639592645635451484e-01,-1.751258772180553480e+00,3.563644050762536652e-01
3.212500000000000355e-01,-2.850950960355144725e-01,-1.645997304407464945e-01,-1.765202036190084423e+00,3.551289078460487803e-01
3.225000000000000089e-01,-2.862044154753413117e-01,-1.652401963179478406e-01,-1.779199659903355712e+00,3.538956838398187310e-01
3.237499999999999822e-01,-2.873137349151682063e-01,-1.658806621951491589e-01,-1.793251643320368016e+00,3.526647330575632955e-01
3.249999999999999556e-01,-2.884230543549951009e-01,-1.665211280723505050e-01,-1.807357986441121778e+00,3.514360554992823626e-01
3.262499999999999289e-01,-2.895323737948219955e-01,-1.671615939495518233e-01,-1.821518689265615887e+00,3.502096511649760435e-01
3.274999999999999023e-01,-2.906416932346488347e-01,-1.678020598267531693e-01,-1.835733751793850566e+00,3.489855200546443381e-01
3.287500000000000977e-01,-2.917510126744759513e-01,-1.684425257039546264e-01,-1.850003174025829367e+00,3.477636621682870244e-01
3.300000000000000711e-01,-2.928603321143027904e-01,-1.690829915811559447e-01,-1.864326955961545407e+00,3.465440775059046574e-01
3.312500000000000444e-01,-2.939696515541296851e-01,-1.697234574583572908e-01,-1.878705097601003127e+00,3.453267660674969042e-01
3.325000000000000178e-01,-2.950789709939565797e-01,-1.703639233355586091e-01,-1.893137598944202082e+00,3.441117278530636536e-01
3.337499999999999911e-01,-2.961882904337834743e-01,-1.710043892127599552e-01,-1.907624459991141164e+00,3.428989628626050168e-01
3.349999999999999645e-01,-2.972976098736103134e-01,-1.716448550899612735e-01,-1.922165680741820815e+00,3.416884710961211047e-01
3.362499999999999378e-01,-2.984069293134372081e-01,-1.722853209671626196e-01,-1.936761261196242367e+00,3.404802525536116953e-01
3.374999999999999112e-01,-2.995162487532641027e-01,-1.729257868443639656e-01,-1.951411201354404268e+00,3.392743072350768996e-01
3.387499999999998845e-01,-3.006255681930909973e-01,-1.735662527215652839e-01,-1.966115501216307182e+00,3.380706351405168286e-01
3.400000000000000799e-01,-3.017348876329180585e-01,-1.742067185987667410e-01,-1.980874160781952886e+00,3.368692362699311493e-01
3.412500000000000533e-01,-3.028442070727449531e-01,-1.748471844759680593e-01,-1.995687180051337828e+00,3.356701106233200838e-01
3.425000000000000266e-01,-3.039535265125717922e-01,-1.754876503531694054e-01,-2.010554559024462229e+00,3.344732582006839650e-01
3.437500000000000000e-01,-3.050628459523986868e-01,-1.761281162303707515e-01,-2.025476297701328754e+00,3.332786790020221268e-01
3.449999999999999734e-01,-3.061721653922255815e-01,-1.767685821075720698e-01,-2.040452396081935849e+00,3.320863730273352354e-01
3.462499999999999467e-01,-3.072814848320524761e-01,-1.774090479847734159e-01,-2.055482854166284401e+00,3.308963402766228468e-01
3.474999999999999201e-01,-3.083908042718793152e-01,-1.780495138619747342e-01,-2.070567671954372191e+00,3.297085807498849608e-01
3.487499999999998934e-01,-3.095001237117062098e-01,-1.786899797391760802e-01,-2.085706849446201883e+00,3.285230944471217995e-01
3.500000000000000888e-01,-3.106094431515332710e-01,-1.793304456163775373e-01,-2.100900386641775253e+00,3.273398813683330300e-01
3.512500000000000622e-01,-3.117187625913601656e-01,-1.799709114935788556e-01,-2.116148283541086528e+00,3.261589415135190961e-01
3.525000000000000355e-01,-3.128280820311870603e-01,-1.806113773707802017e-01,-2.131450540144138817e+00,3.249802748826796650e-01
